"EID","BTEID","IFHOME","BTBL","BTYEAR","BTENDYEAR"
"s432136","w161698","0","1","1996","2009"
"s398211","w161699","1","0.024","2013",""
"s352291","w161703","0","1","2014",""
"s492242","w161708","0","0.8","2009",""
"s467069","w161710","1","0.8","1995","2007"
"s244795","w161715","0","0.18","2002","2004"
"s212287","w161719","1","0.5","2013",""
"s330039","w161724","1","1","1995",""
"s209427","w161730","0","0.51","2015",""
"s224002","w161733","0","1","2014",""
"s423014","w161736","1","1","1994",""
"s249312","w161742","0","1","1998",""
"s521331","w161744","0","0.8","2013",""
"s506530","w161748","1","0.698","2011",""
"s204611","w161751","0","0.75","2014",""
"s395107","w161764","1","1","2007","2012"
"s35978","w161767","0","0.252","2012",""
"s524437","w161774","1","0.2","2014",""
"s244077","w161777","0","1","2009",""
"s279276","w161779","0","0.8","2010",""
"s167637","w161781","1","1","2012",""
"s24149","w161796","1","1","2002",""
"s71844","w161801","0","0.51","1992",""
"s11644","w161805","0","1","2013",""
"s247670","w161807","1","1","2001",""
"s125983","w161815","1","0.014","2015",""
"s178213","w161816","0","0.6","2006",""
"s523864","w161824","0","1","2014",""
"s206031","w161825","0","1","2011",""
"s201385","w161826","1","0.99","2004","2015"
"s171743","w161829","0","0.01","2013",""
"s283809","w161832","0","0.4","2000",""
"s517199","w161837","0","0.2","2014",""
"s341199","w161839","0","0.99","2015",""
"s412202","w161841","0","1","2012",""
"s441844","w161843","0","0.7","2006",""
"s107197","w161850","1","1","1975",""
"s401370","w161851","0","0.555","2013",""
"s44732","w161854","1","0.51","2011",""
"s437816","w161854","1","0.49","2011",""
"s10531","w161856","1","1","2003",""
"s325394","w161859","0","0.995","2015",""
"s385401","w161863","1","0.295","2010","2010"
"s518778","w161863","1","0.195","2010","2010"
"s504130","w161864","0","0.07","2014",""
"s96809","w161865","0","0.01","2015",""
"s506205","w161866","0","0.5","2013",""
"s209811","w161868","1","0.043","2009",""
"s410722","w161868","1","0.02","2009",""
"s44232","w161869","1","1","2014",""
"s133532","w161870","0","0.8","1997","2008"
"s363286","w161872","0","0.51","2006",""
"s40133","w161877","0","1","2010",""
"s54761","w161878","1","0.5","2015",""
"s351519","w161887","1","0.026","2014",""
"s512345","w161888","0","0.502","2013",""
"s198632","w161889","1","1","2014",""
"s273514","w161892","0","0.5","2014",""
"s184775","w161894","1","0.5","2005",""
"s212917","w161901","1","0.1","2009",""
"s370322","w161904","1","0.1","2013",""
"s79049","w161905","0","0.5","2014",""
"s103728","w161909","1","0.3","2000",""
"s261897","w161912","1","0.2","2004",""
"s412668","w161913","1","0.01","2002",""
"s46837","w161916","1","1","2014",""
"s278494","w161921","0","0.5","1993","1998"
"s129387","w161923","0","1","1994",""
"s181041","w161924","1","1","2015",""
"s388749","w161927","0","1","2014",""
"s186901","w161933","0","0.51","2014",""
"s151394","w161942","0","0.1","2015",""
"s453046","w161943","1","0.99","2012",""
"s513292","w161944","1","0.5","2014",""
"s385465","w161952","0","1","2014",""
"s449317","w161953","0","0.001","2014",""
"s456027","w161957","1","0.7","2015",""
"s364419","w161958","1","1","2007","2012"
"s102334","w161960","0","0.01","2015",""
"s61941","w161970","0","0.1","2010",""
"s49067","w161992","1","0.7","2015",""
"s494318","w161993","0","1","2005",""
"s146932","w161997","1","1","2000",""
"s2118","w161998","0","0.6","2014",""
"s180614","w162011","0","0.49","2010","2013"
"s522536","w162014","0","0.018","2013",""
"s483469","w162020","0","0.05","2013",""
"s465246","w162021","1","0.81","2004","2010"
"s114633","w162023","1","1","2014",""
"s19958","w162028","0","1","1996",""
"s64424","w162034","1","0.998","2014",""
"s127294","w162034","1","0.001","2014",""
"s145374","w162040","1","0.2","2012",""
"s289697","w162041","1","0.25","2009",""
"s40790","w162041","1","0.25","2009",""
"s330416","w162042","1","0.5","2011",""
"s387069","w162045","0","0.5","2009",""
"s146648","w162047","1","0.35","2011",""
"s190985","w162051","1","0.3","2013",""
"s470846","w162058","0","0.6","2014",""
"s475166","w162069","0","0.8","2013",""
"s420187","w162071","0","0.75","2007",""
"s261105","w162074","0","0.25","2011",""
"s519718","w162076","1","0.6","2008","2011"
"s68910","w162080","1","0.6","2003","2013"
"s404421","w162086","0","0.15","2011","2013"
"s49739","w162089","1","0.083","2005",""
"s244795","w162092","0","0.35","2003",""
"s42644","w162095","1","1","2013",""
"s256308","w162097","0","0.001","2013",""
"s136834","w162098","1","1","2006",""
"s70477","w162101","0","0.72","2012","2013"
"s379941","w162102","1","1","1999",""
"s196699","w162103","1","0.33","2013",""
"s220605","w162104","1","0.5","2012",""
"s192021","w162106","0","1","2008","2009"
"s399123","w162107","0","0.385","2012",""
"s313297","w162108","1","0.33","2003",""
"s357802","w162111","1","0.046","2002",""
"s354898","w162116","0","1","1986",""
"s4780","w162123","0","0.1","2004",""
"s164117","w162129","1","0.267","2001","2008"
"s217639","w162129","1","0.367","2001","2008"
"s397092","w162130","0","0.217","2008",""
"s212337","w162134","0","1","2015",""
"s414173","w162135","0","1","2014",""
"s448955","w162137","1","1","2011",""
"s266255","w162145","1","1","2006","2012"
"s511665","w162147","0","1","2015",""
"s71350","w162148","1","0.2","2002",""
"s11763","w162153","0","0.888","2006",""
"s483066","w162157","0","0.1","1996","2010"
"s252275","w162158","0","0.032","2002",""
"s38540","w162167","0","0.3","2014",""
"s358634","w162168","0","0.168","2010",""
"s504130","w162177","0","0.01","2014",""
"s254530","w162178","1","1","1983","2006"
"s3088","w162181","0","1","2008",""
"s307873","w162185","1","0.016","2013",""
"s71844","w162187","1","0.5","1992",""
"s241869","w162189","0","0.75","2013",""
"s426863","w162191","1","1","2014",""
"s130795","w162194","0","0.1","2012",""
"s18153","w162196","1","1","1984","2013"
"s61471","w162198","1","0.24","2011",""
"s98375","w162215","0","0.405","2007",""
"s219550","w162223","0","0.2","2009",""
"s154312","w162225","0","0.51","2015",""
"s301503","w162231","1","0.6","2006",""
"s305641","w162234","1","0.2","2014",""
"s132860","w162235","1","0.238","2001",""
"s145865","w162236","1","0.45","2015",""
"s485633","w162237","0","0.5","2015",""
"s499975","w162240","0","0.9","2015",""
"s433348","w162247","0","0.49","2005","2010"
"s161743","w162250","1","0.99","2015",""
"s250091","w162259","1","1","2012",""
"s525862","w162262","1","0.96","2005","2012"
"s372686","w162263","0","0.333","1998","2005"
"s136907","w162269","1","1","1998",""
"s307244","w162271","1","0.3","2011",""
"s204221","w162272","1","0.99","2005","2010"
"s461196","w162275","1","0.125","2009",""
"s431962","w162277","1","1","1986","2007"
"s124724","w162281","0","0.16","2014",""
"s260875","w162283","1","0.15","2009",""
"s151466","w162287","1","1","2015",""
"s418344","w162289","1","1","2015",""
"s321295","w162295","0","0.45","2010",""
"s164938","w162298","1","0.5","1985","2012"
"s226328","w162301","0","1","2013",""
"s244521","w162303","1","1","2013",""
"s74794","w162305","1","1","2001",""
"s491398","w162306","1","0.5","2001","2012"
"s90138","w162308","0","1","2013",""
"s389042","w162309","0","1","2014",""
"s205316","w162312","0","1","2001","2012"
"s202169","w162314","0","1","2014",""
"s310783","w162316","1","0.6","2003",""
"s171319","w162317","0","1","2009",""
"s290534","w162323","0","1","2015",""
"s373876","w162324","0","1","2013",""
"s247574","w162333","1","0.6","2012",""
"s341615","w162337","1","1","1956",""
"s202479","w162339","0","1","2014",""
"s52107","w162344","0","0.15","2004","2011"
"s60880","w162357","1","0.05","2006",""
"s23285","w162361","0","0.233","2014",""
"s293866","w162366","1","0.5","2011","2013"
"s351694","w162367","0","1","2012",""
"s5759","w162370","1","1","1993","2010"
"s349764","w162373","1","0.6","2004",""
"s252323","w162379","0","0.5","1994","1995"
"s430609","w162381","0","1","2007","2009"
"s69065","w162386","1","0.333","2013",""
"s272919","w162391","1","0.012","2014",""
"s400830","w162397","0","0.036","2000","2000"
"s340163","w162399","0","0.167","2013",""
"s18953","w162402","1","1","2010","2013"
"s415467","w162404","1","0.49","2014",""
"s451812","w162405","0","1","2013",""
"s200865","w162407","1","1","1993","2008"
"s460146","w162410","0","1","2014",""
"s176495","w162414","1","0.127","2008",""
"s343275","w162418","0","1","2007",""
"s524286","w162421","1","0.038","1998",""
"s3552","w162429","1","0.51","2009",""
"s265004","w162431","0","1","2008",""
"s281117","w162438","1","0.2","2004",""
"s66662","w162439","0","1","2012",""
"s73203","w162441","0","0.65","2013",""
"s283732","w162446","1","1","2015",""
"s350892","w162448","0","1","2013",""
"s204369","w162453","0","1","2013",""
"s331720","w162460","1","1","2008",""
"s439423","w162461","0","1","2009","2011"
"s180751","w162466","0","0.5","2004",""
"s84040","w162470","0","0.4","2002","2005"
"s446292","w162475","0","1","2015",""
"s470568","w162476","0","0.029","1993",""
"s332850","w162478","0","1","2009",""
"s508964","w162479","1","0.3","2013",""
"s471436","w162480","1","1","1999",""
"s139289","w162484","0","1","2010","2014"
"s450490","w162485","1","1","2008",""
"s407496","w162486","0","1","2014",""
"s241120","w162487","0","0.8","1998",""
"s122079","w162496","0","0.891","2014",""
"s223571","w162498","1","1","2014",""
"s298748","w162499","1","0.571","1989",""
"s281878","w162501","0","0.51","2014",""
"s506213","w162502","1","0.7","2003",""
"s432611","w162504","1","0.51","2013",""
"s483872","w162512","0","0.167","2014",""
"s395354","w162514","1","1","2003",""
"s253365","w162518","1","0.1","2005",""
"s35621","w162519","1","0.303","2010",""
"s426824","w162525","0","0.8","2008",""
"s101121","w162526","1","0.95","2015",""
"s44976","w162528","1","0.575","2003","2007"
"s224482","w162531","0","1","2014",""
"s73203","w162533","1","0.16","2005",""
"s3923","w162534","1","0.7","2010",""
"s478885","w162537","1","0.1","2001","2007"
"s449071","w162541","0","1","2015",""
"s160819","w162544","0","0.51","1998",""
"s333854","w162546","1","0.5","2014",""
"s1901","w162558","1","0.168","2014",""
"s481736","w162561","1","0.6","1999",""
"s137971","w162562","0","0.007","1990",""
"s332850","w162564","0","0.6","2005",""
"s424551","w162566","1","0.05","2014",""
"s501059","w162570","0","0.5","2015",""
"s199003","w162571","0","0.875","2008",""
"s340235","w162573","1","0.66","2000",""
"s264086","w162577","0","0.6","2007",""
"s144556","w162580","0","0.111","2013",""
"s244077","w162581","0","1","2008","2011"
"s332850","w162586","0","0.3","2014",""
"s23889","w162594","0","1","2010",""
"s22507","w162599","0","1","2011",""
"s451508","w162602","1","1","2006",""
"s315450","w162605","0","0.99","2009","2010"
"s148981","w162608","0","0.8","2004",""
"s384227","w162612","1","0.333","2013",""
"s90726","w162613","0","0.75","2006",""
"s16235","w162614","0","0.323","2011",""
"s104441","w162618","0","0.51","2011",""
"s215970","w162623","1","0.5","2003",""
"s432905","w162623","1","0.5","2003",""
"s350574","w162633","1","0.05","2014",""
"s355377","w162635","0","0.1","2013",""
"s370651","w162640","0","1","2013",""
"s186709","w162648","0","0.505","2010",""
"s327323","w162650","0","0.6","2013",""
"s212284","w162651","0","0.05","2009",""
"s86212","w162656","1","1","1987","2011"
"s223046","w162659","0","1","2014",""
"s90138","w162661","0","0.05","1993",""
"s49451","w162664","1","0.1","2014",""
"s33484","w162672","0","1","2010","2013"
"s47810","w162673","1","1","1993",""
"s260871","w162674","0","1","1999","2013"
"s420622","w162687","1","0.8","2008",""
"s508120","w162688","0","1","2002",""
"s31260","w162696","0","0.1","2014",""
"s70477","w162696","0","0.39","2014",""
"s38675","w162698","0","1","2011","2014"
"s473920","w162703","0","0.8","2005",""
"s406370","w162706","0","0.3","2011",""
"s161843","w162712","1","0.25","2015",""
"s430578","w162713","1","1","2014",""
"s180751","w162720","0","1","2008",""
"s9916","w162722","1","1","1991","2011"
"s472912","w162725","1","0.2","2011","2015"
"s331856","w162726","0","1","2008",""
"s345291","w162731","0","0.51","2014",""
"s445154","w162736","1","0.7","2009",""
"s516550","w162741","0","0.2","2010","2012"
"s450590","w162741","0","0.8","2010","2012"
"s268344","w162742","0","0.048","2014",""
"s207479","w162743","1","1","2015",""
"s47280","w162744","1","0.9","2007",""
"s284435","w162750","0","1","2000",""
"s387042","w162752","1","1","2014",""
"s396393","w162755","1","1","2013",""
"s318389","w162757","0","1","2013",""
"s270819","w162761","0","0.333","2015",""
"s142625","w162773","0","1","2012",""
"s91552","w162779","1","1","2014",""
"s384227","w162780","1","1","1993",""
"s65662","w162786","1","1","2015",""
"s390972","w162788","0","0.222","2005","2009"
"s471884","w162792","1","0.51","1953",""
"s86212","w162796","1","1","2009",""
"s362670","w162799","0","0.01","2006",""
"s358577","w162816","1","0.996","2015",""
"s68863","w162816","1","0.002","2015",""
"s380671","w162825","0","1","1990",""
"s254649","w162826","0","1","2008","2015"
"s332831","w162834","1","0.6","2011",""
"s164854","w162838","0","0.5","2014",""
"s352476","w162839","1","0.8","1998","2010"
"s76683","w162839","1","0.04","1998","2010"
"s187330","w162843","0","1","2011",""
"s268693","w162844","1","0.5","2004",""
"s427728","w162845","0","0.28","2013",""
"s28862","w162846","0","0.25","2012",""
"s299916","w162848","1","0.51","2011",""
"s436881","w162849","1","0.25","2014",""
"s276696","w162852","0","1","2012",""
"s9686","w162853","1","0.9","2002","2009"
"s483115","w162856","1","1","2015",""
"s340728","w162858","0","1","1984",""
"s203148","w162859","1","0.975","2006","2009"
"s168850","w162860","1","0.9","2014",""
"s170548","w162872","0","0.1","2008",""
"s23548","w162878","1","1","2001",""
"s6504","w162882","1","0.1","2014",""
"s459192","w162884","1","0.001","2015",""
"s58349","w162888","1","1","2014",""
"s514496","w162889","1","0.35","2014",""
"s184854","w162892","1","0.083","1994",""
"s216211","w162892","1","0.083","1994",""
"s22232","w162895","0","0.967","2006",""
"s35978","w162898","0","0.93","2013",""
"s48000","w162900","0","1","2005",""
"s414287","w162902","0","0.6","2015",""
"s396128","w162903","1","0.1","2012",""
"s320284","w162905","1","1","2010",""
"s315652","w162906","0","1","2015",""
"s175206","w162909","0","1","2011","2015"
"s190061","w162911","1","1","2011",""
"s515994","w162913","1","1","2007",""
"s226181","w162917","1","0.2","1999",""
"s267408","w162918","1","0.268","1989",""
"s361892","w162919","1","0.06","2000","2009"
"s448232","w162919","1","0.26","2000","2009"
"s243347","w162924","1","0.065","2015",""
"s356278","w162924","1","0.065","2015",""
"s288195","w162925","1","0.96","2010",""
"s168218","w162931","0","0.299","2011",""
"s139855","w162932","1","0.9","2004",""
"s295113","w162935","0","0.51","2015",""
"s511298","w162936","0","0.19","2015",""
"s520708","w162942","0","0.95","2013",""
"s383671","w162945","0","0.05","2011","2013"
"s518897","w162949","0","0.7","2015",""
"s256308","w162957","0","0.02","2013",""
"s496253","w162958","0","0.15","2015",""
"s420819","w162962","0","1","2011",""
"s356878","w162963","0","0.01","2015",""
"s283131","w162969","1","0.99","2011",""
"s453177","w162974","0","0.7","2014",""
"s443102","w162976","1","0.5","2004","2007"
"s296252","w162982","0","0.001","2002",""
"s359726","w162985","0","0.51","2012",""
"s500924","w162988","1","1","2013",""
"s509139","w162989","0","0.7","2010",""
"s382126","w162990","0","0.149","2015",""
"s239841","w163001","0","0.143","2014",""
"s272919","w163002","0","1","2015",""
"s135987","w163011","0","1","2015",""
"s468338","w163013","1","0.97","2013",""
"s498537","w163018","0","1","2014",""
"s300839","w163021","1","1","2009",""
"s453244","w163023","0","0.95","2014",""
"s370640","w163026","0","1","2005","2015"
"s526172","w163029","1","0.333","2012",""
"s422727","w163032","0","1","2015",""
"s138199","w163033","1","1","2012",""
"s329138","w163035","0","0.039","2004",""
"s71844","w163038","0","0.51","2004",""
"s131205","w163039","1","0.5","2011",""
"s83416","w163042","0","1","2008",""
"s420751","w163043","0","0.6","2014",""
"s208952","w163049","0","0.1","2011",""
"s429949","w163050","1","0.5","2015",""
"s2363","w163052","1","1","1984",""
"s451691","w163058","1","1","2007",""
"s463593","w163063","0","0.125","2012","2015"
"s470691","w163066","0","1","2014",""
"s264516","w163068","1","0.029","2015",""
"s91645","w163068","1","0.059","2015",""
"s323926","w163069","1","0.3","2010",""
"s493421","w163077","1","0.2","2003",""
"s520726","w163078","0","0.51","2009","2013"
